"COURSE","GRADE","GPAO","HIGH_SCHOOL_GPA","GENDER","UR_STUDENT_OF_COLOR","FIRST_GENERATION","LOW_INCOME","LETTER_GRADE","LETTER_GRADE_CATEGORY","HIGH_SCHOOL_GPA_CATEGORY","GPAO_LETTER_GRADE","GPAO_LETTER_GRADE_CATEGORY","GRADE_ANOMOLY"
"Entry Bio",2.97755012538281,3.40968274205302,3.96038513388506,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",-0.43213261667021
"Entry Bio",3.07275096183823,2.26808332861942,3.91243299217575,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","C","C",0.80466763321881
"Entry Bio",3.41202299961242,3.30515552440929,3.85591432137294,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.10686747520313
"Entry Bio",3.67326894619974,3.22489468641871,3.88384556091458,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.44837425978103
"Entry Bio",3.55736324296515,3.43095396794935,3.88335305371654,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.1264092750158
"Entry Bio",3.16165613667865,3.13821339164947,3.98856728321866,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.0234427450291799
"Entry Bio",3.8215745328527,3.71868885292866,3.78282797323053,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","3.7+","A","A or B",0.10288567992404
"Entry Bio",3.85414286311696,3.24250389153449,4.00719876469681,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","3.7+","B","A or B",0.61163897158247
"Entry Bio",3.90702363730877,3.47808911877018,3.96203828140715,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","3.7+","B","A or B",0.42893451853859
"Entry Bio",3.43319351419338,3.18025055285448,3.96591105556203,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.2529429613389
"Entry Bio",3.66711768015647,3.75920793302571,3.9731665595958,"Female","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","A","A or B",-0.09209025286924
"Entry Bio",3.1033341898307,3.60613400475378,2.33806956546939,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",-0.50279981492308
"Entry Bio",1.06465009613052,3.433701115217,3.46244140075737,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","Below 3.7","B","A or B",-2.36905101908648
"Entry Bio",2.8717427886399,3.41686699432767,3.68757577932517,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",-0.54512420568777
"Entry Bio",3.02821004836168,3.28754998387517,2.04015566992067,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",-0.25933993551349
"Entry Bio",2.43579121332606,2.09458533552153,3.91970137817221,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","C","C","3.7+","C","C",0.34120587780453
"Entry Bio",3.17220306950258,2.85792194918033,2.3085904986624,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",0.31428112032225
"Entry Bio",2.69558370284029,2.95569561962068,2.92861014794187,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","B","A or B",-0.26011191678039
"Entry Bio",3.55230478218057,3.93662765626672,2.81446870740418,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","A","A or B",-0.38432287408615
"Entry Bio",1.68890831763024,3.12398063386509,3.12005087944194,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","Below 3.7","B","A or B",-1.43507231623485
"Entry Bio",1.80315619660208,3.76702897240736,2.79012126825906,"Female","Non-Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","A","A or B",-1.96387277580528
"Entry Bio",0.246069857747544,3.97321810739243,3.15874732957441,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","F","D or F","Below 3.7","A","A or B",-3.72714824964489
"Entry Bio",2.2287017505638,3.55961219142766,3.36089831369095,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-1.33091044086386
"Entry Bio",0.621616062304272,3.92360892032669,3.07271650912413,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","F","D or F","Below 3.7","A","A or B",-3.30199285802242
"Entry Bio",3.15130528050679,2.69911324505247,2.68554365522594,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","Below 3.7","C","C",0.45219203545432
"Entry Bio",1.77695456100899,2.23544479588596,3.36058603556996,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","C","C","Below 3.7","C","C",-0.45849023487697
"Entry Bio",3.19621253377753,0.191897429622804,2.66629699690237,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","Below 3.7","F","D or F",3.00431510415473
"Entry Bio",2.47737307963288,1.11957491292659,3.51723239628981,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","C","C","Below 3.7","D","D or F",1.35779816670629
"Entry Bio",3.7901528597194,3.36343743784366,2.8288841376479,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","A","A or B","Below 3.7","B","A or B",0.42671542187574
"Entry Bio",2.91406539985238,2.26443105628159,3.81867541530419,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","3.7+","C","C",0.64963434357079
"Entry Bio",2.72697605763783,3.27553817214052,2.5816139368504,"Female","Non-Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.54856211450269
"Entry Bio",2.43226340876649,3.87229084999617,3.84992144150349,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","3.7+","A","A or B",-1.44002744122968
"Entry Bio",1.58433292611436,1.67598103046265,3.70920152293422,"Female","Non-Underrep. Student of Color","First Generation","Low Income","D","D or F","3.7+","D","D or F",-0.09164810434829
"Entry Bio",2.16858458825511,2.31639973895775,2.67111186737568,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",-0.14781515070264
"Entry Bio",1.37874902127235,3.2363052633354,3.50292817362582,"Female","Non-Underrep. Student of Color","First Generation","Low Income","D","D or F","Below 3.7","B","A or B",-1.85755624206305
"Entry Bio",1.43002128580899,1.63380156214,3.8318262143771,"Female","Non-Underrep. Student of Color","First Generation","Low Income","D","D or F","3.7+","D","D or F",-0.20378027633101
"Entry Bio",2.57504721065913,2.66798002267467,3.79266025632267,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","3.7+","C","C",-0.0929328120155404
"Entry Bio",3.15351976220659,2.14732343335122,3.20323484483021,"Female","Non-Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","C","C",1.00619632885537
"Entry Bio",2.42939852408766,3.75756734009307,2.83290659663583,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","A","A or B",-1.32816881600541
"Entry Bio",2.67436250676813,3.16864812192688,3.12437014329522,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","B","A or B",-0.49428561515875
"Entry Bio",2.93096261459105,3.28267331529953,3.7828282899797,"Female","Non-Underrep. Student of Color","First Generation","Low Income","B","A or B","3.7+","B","A or B",-0.35171070070848
"Entry Bio",2.50169783900659,2.77389313268662,2.83513688878401,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-0.27219529368003
"Entry Bio",3.27423772426702,2.82394716055694,3.54223169121385,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",0.45029056371008
"Entry Bio",1.86390895822893,2.92989242986977,3.73739549790307,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-1.06598347164084
"Entry Bio",2.96423119930294,2.14481055324901,3.93256119951697,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","C","C",0.81942064605393
"Entry Bio",3.37350475044139,3.30704324586019,3.56796093137145,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",0.0664615045811998
"Entry Bio",1.62181454031957,2.14507239169875,3.1956448354331,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","D","D or F","Below 3.7","C","C",-0.52325785137918
"Entry Bio",2.5814888671199,3.3488633128625,3.33346236480867,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-0.7673744457426
"Entry Bio",3.79783309387091,3.55734170930928,3.95799990966388,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","3.7+","B","A or B",0.24049138456163
"Entry Bio",2.24503470008899,2.90262080638329,3.64749003181924,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-0.6575861062943
"Entry Bio",4.00191602486951,3.34132419126046,3.66740077651476,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","Below 3.7","B","A or B",0.660591833609049
"Entry Bio",2.90584691239607,3.31214760307595,2.65212020349415,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.40630069067988
"Entry Bio",1.89723611782673,3.43197024037928,3.53499387282994,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-1.53473412255255
"Entry Bio",2.61342785770658,3.77555394107116,3.46218179727962,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","A","A or B",-1.16212608336458
"Entry Bio",3.70038092607636,3.0140778785109,3.52575866942954,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","Below 3.7","B","A or B",0.68630304756546
"Entry Bio",0.499927417898875,2.15632442493077,3.38361314558178,"Female","Underrep. Student of Color","Non-First Generation","Low Income","F","D or F","Below 3.7","C","C",-1.65639700703189
"Entry Bio",1.90122368415792,0.929500705524066,2.88824049980328,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","D","D or F",0.971722978633854
"Entry Bio",2.1739135395331,3.3684782727998,3.73049645165879,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","3.7+","B","A or B",-1.1945647332667
"Entry Bio",1.63153717434577,1.4966234221239,3.35439711959045,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","Below 3.7","D","D or F",0.13491375222187
"Entry Bio",2.48215959897447,1.93823452671547,3.10763451993759,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","C","C",0.543925072259
"Entry Bio",2.0096916696179,1.68465144490067,3.6315854717333,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","D","D or F",0.32504022471723
"Entry Bio",1.20190464036344,2.39464986111357,3.28293762820443,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","Below 3.7","C","C",-1.19274522075013
"Entry Bio",3.2907710749803,1.65839925670189,3.10907335982483,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","D","D or F",1.63237181827841
"Entry Bio",1.24810244887766,2.95109193292472,2.94679197549132,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","Below 3.7","B","A or B",-1.70298948404706
"Entry Bio",1.16230870384381,2.88758720303479,3.96730792885304,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","3.7+","B","A or B",-1.72527849919098
"Entry Bio",1.87470808657886,2.49139420349918,3.13591273187444,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","C","C",-0.61668611692032
"Entry Bio",2.94354651314883,1.44770287231599,3.87196302558494,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","3.7+","D","D or F",1.49584364083284
"Entry Bio",0.704729239908365,2.61760653475285,3.85891367267036,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","3.7+","C","C",-1.91287729484448
"Entry Bio",0.792310176970099,1.37311135226293,3.85730124483842,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","3.7+","D","D or F",-0.580801175292831
"Entry Bio",3.38139684001779,2.80013542804284,3.4287883332467,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",0.58126141197495
"Entry Bio",0.231744036634681,2.01586015740114,3.57154070643341,"Female","Underrep. Student of Color","Non-First Generation","Low Income","F","D or F","Below 3.7","C","C",-1.78411612076646
"Entry Bio",1.25607103096328,1.78628681491695,3.65865036125147,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","Below 3.7","C","C",-0.53021578395367
"Entry Bio",2.48971550495377,2.52108825121253,3.5857186458623,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","C","C",-0.0313727462587603
"Entry Bio",3.24134181158464,2.57127257061502,3.84502917608592,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","3.7+","C","C",0.67006924096962
"Entry Bio",1.67619196427011,1.98955505967085,3.1030588056446,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","Below 3.7","C","C",-0.31336309540074
"Entry Bio",3.07269159977497,1.68025861183417,2.86631757636546,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","D","D or F",1.3924329879408
"Entry Bio",2.24085615228788,2.06792729105953,3.1393465918106,"Female","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",0.17292886122835
"Entry Bio",2.0330463950573,1.59550732902458,3.41620699741079,"Female","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","D","D or F",0.43753906603272
"Entry Bio",2.71612878304096,3.33095643200566,4.00302047580655,"Female","Underrep. Student of Color","First Generation","Low Income","B","A or B","3.7+","B","A or B",-0.6148276489647
"Entry Bio",0.815002516049254,3.05401973515596,2.61922955750148,"Female","Underrep. Student of Color","First Generation","Low Income","D","D or F","Below 3.7","B","A or B",-2.23901721910671
"Entry Bio",1.99279158983963,3.46237248080721,2.5490021219356,"Female","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","B","A or B",-1.46958089096758
"Entry Bio",1.33800457927423,1.577217544916,2.98437651558952,"Female","Underrep. Student of Color","First Generation","Low Income","D","D or F","Below 3.7","D","D or F",-0.23921296564177
"Entry Bio",2.24067654439944,2.31457583396981,2.97924577036703,"Female","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",-0.0738992895703703
"Entry Bio",2.44903710303669,2.26312210553968,3.24068560853545,"Female","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",0.18591499749701
"Entry Bio",2.54486663358406,0.936291835621389,2.48382477566887,"Female","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","D","D or F",1.60857479796267
"Entry Bio",2.35257016595124,2.08138768410985,3.56409267283196,"Female","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",0.27118248184139
"Entry Bio",3.08115856326987,3.0549850274715,3.90724321653474,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.0261735357983701
"Entry Bio",2.95290783461072,2.19266195542039,3.91777587248591,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","C","C",0.76024587919033
"Entry Bio",2.18321350992789,1.17152848485605,3.95914689901964,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","D","D or F",1.01168502507184
"Entry Bio",3.96379403399857,2.94807770445445,3.85315545282887,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","3.7+","B","A or B",1.01571632954412
"Entry Bio",3.17369513732472,2.25918957055258,3.80283074328442,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","C","C",0.91450556677214
"Entry Bio",2.1915820252674,1.71000722582332,3.97317084962944,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","C","C",0.48157479944408
"Entry Bio",1.16960345966081,1.71160791349254,3.78323120711246,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","D","D or F","3.7+","C","C",-0.54200445383173
"Entry Bio",2.08487700080781,3.40041289744912,3.7363304085713,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-1.31553589664131
"Entry Bio",2.26098470163524,2.88825726833312,3.70431759675502,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-0.62727256669788
"Entry Bio",3.99149404530114,0.893458978973455,3.45879158337242,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","Below 3.7","D","D or F",3.09803506632768
"Entry Bio",2.08279086390932,3.52402382001688,3.9298051565472,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-1.44123295610756
"Entry Bio",1.84446415098432,3.196857238076,4.00864669451102,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-1.35239308709168
"Entry Bio",3.51174788929797,3.66021353959204,3.65624377755061,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.14846565029407
"Entry Bio",1.02434954029668,2.58378334904185,3.98095128291169,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","D","D or F","3.7+","C","C",-1.55943380874517
"Entry Bio",2.87082224405728,1.56075842059923,3.63169232651808,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","D","D or F",1.31006382345805
"Entry Bio",2.93513327789819,3.41983331627707,3.60487229027392,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.48470003837888
"Entry Bio",3.7088040808815,3.72770941789385,3.88489593482006,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","3.7+","A","A or B",-0.0189053370123502
"Entry Bio",0.133847660137791,3.49235209904622,3.9551490335027,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","F","D or F","3.7+","B","A or B",-3.35850443890843
"Entry Bio",3.71378733863297,3.46289044489359,3.50104244639662,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","Below 3.7","B","A or B",0.25089689373938
"Entry Bio",3.74379887568433,2.11402870226945,3.74288623969812,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","3.7+","C","C",1.62977017341488
"Entry Bio",2.70807151390083,2.93760009333345,3.68140782405167,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.22952857943262
"Entry Bio",0.664382430786152,3.37118551843727,3.44703907624088,"Female","Underrep. Student of Color","Non-First Generation","Non-Low Income","F","D or F","Below 3.7","B","A or B",-2.70680308765112
"Entry Bio",1.19004654661501,1.57036432882572,3.87383916184843,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","3.7+","D","D or F",-0.38031778221071
"Entry Bio",2.00640365838502,1.41391169219872,3.57026678684365,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","D","D or F",0.5924919661863
"Entry Bio",2.5891228047777,3.20022550280258,3.5549736332993,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","B","A or B",-0.61110269802488
"Entry Bio",2.08961899812732,3.54521255829912,3.40817314213378,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","B","A or B",-1.4555935601718
"Entry Bio",2.31292180865756,0.988491701630652,3.70375524035623,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","3.7+","D","D or F",1.32443010702691
"Entry Bio",0.605039341107994,1.47117441077647,3.92599192629728,"Female","Underrep. Student of Color","Non-First Generation","Low Income","F","D or F","3.7+","D","D or F",-0.866135069668476
"Entry Bio",2.5303721931423,2.78465294966978,3.83553927499808,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","3.7+","B","A or B",-0.25428075652748
"Entry Bio",2.89327231466951,2.84006131792845,3.83532619223395,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","3.7+","B","A or B",0.0532109967410599
"Entry Bio",3.26515227035961,2.506781194344,3.473863514426,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","C","C",0.75837107601561
"Entry Bio",2.82131898659786,2.97185623633823,3.7074643113969,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","3.7+","B","A or B",-0.15053724974037
"Entry Bio",2.8650587077318,3.40901655084,3.77510729843383,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","3.7+","B","A or B",-0.5439578431082
"Entry Bio",1.30844163911562,3.19139080116297,3.85900098821592,"Female","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","3.7+","B","A or B",-1.88294916204735
"Entry Bio",2.47742065333876,3.39523489630555,3.57602450160155,"Female","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","B","A or B",-0.91781424296679
"Entry Bio",3.92623491062096,2.5612424120927,3.72708195658938,"Female","Underrep. Student of Color","Non-First Generation","Low Income","A","A or B","3.7+","C","C",1.36499249852826
"Entry Bio",3.06211439637916,3.10947967868571,3.23726543857744,"Female","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",-0.0473652823065502
"Entry Bio",0.429986141424942,2.37460118450387,3.5202258609921,"Female","Underrep. Student of Color","First Generation","Non-Low Income","F","D or F","Below 3.7","C","C",-1.94461504307893
"Entry Bio",2.27778757980603,3.89583801199824,3.90017340107743,"Female","Underrep. Student of Color","First Generation","Non-Low Income","C","C","3.7+","A","A or B",-1.61805043219221
"Entry Bio",2.22045974951309,2.32350059089613,2.59557110858909,"Female","Underrep. Student of Color","First Generation","Non-Low Income","C","C","Below 3.7","C","C",-0.10304084138304
"Entry Bio",2.13071598446832,3.48101692350433,3.2830555332577,"Female","Underrep. Student of Color","First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-1.35030093903601
"Entry Bio",1.00015820019811,2.95807066733872,3.66002999810758,"Female","Underrep. Student of Color","First Generation","Non-Low Income","D","D or F","Below 3.7","B","A or B",-1.95791246714061
"Entry Bio",2.07627496905696,1.9145728070404,2.89277129130927,"Female","Underrep. Student of Color","First Generation","Non-Low Income","C","C","Below 3.7","C","C",0.16170216201656
"Entry Bio",1.46438896717814,3.63975233688796,3.60279451102722,"Female","Underrep. Student of Color","First Generation","Non-Low Income","D","D or F","Below 3.7","B","A or B",-2.17536336970982
"Entry Bio",3.25256790284495,2.32391641685052,2.81439625576147,"Female","Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","Below 3.7","C","C",0.92865148599443
"Entry Bio",1.27767223654901,1.22605993816484,2.94579264017009,"Female","Underrep. Student of Color","First Generation","Non-Low Income","D","D or F","Below 3.7","D","D or F",0.05161229838417
"Entry Bio",1.44466362251108,3.93295261522864,3.39740844639152,"Female","Underrep. Student of Color","First Generation","Non-Low Income","D","D or F","Below 3.7","A","A or B",-2.48828899271756
"Entry Bio",2.7977863531908,1.18955263523176,3.20661010816072,"Female","Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","D","D or F",1.60823371795904
"Entry Bio",0.226201700085049,3.0778452387042,3.2969129220963,"Female","Underrep. Student of Color","First Generation","Low Income","F","D or F","Below 3.7","B","A or B",-2.85164353861915
"Entry Bio",1.43587718824252,3.94766578027771,3.6510692883931,"Female","Underrep. Student of Color","First Generation","Low Income","D","D or F","Below 3.7","A","A or B",-2.51178859203519
"Entry Bio",2.19078277892236,2.69089208328232,3.53269603274439,"Female","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",-0.50010930435996
"Entry Bio",1.10133683258459,3.56097899063315,3.50158221678993,"Female","Underrep. Student of Color","First Generation","Low Income","D","D or F","Below 3.7","B","A or B",-2.45964215804856
"Entry Bio",1.33919002894041,2.2560124339782,3.70985265131757,"Female","Underrep. Student of Color","First Generation","Low Income","D","D or F","3.7+","C","C",-0.91682240503779
"Entry Bio",1.08674419782163,1.88974666818663,3.46784859248633,"Female","Underrep. Student of Color","First Generation","Low Income","D","D or F","Below 3.7","C","C",-0.803002470365
